Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genres,Artist,Song
0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,"latin pop, mexican pop, puerto rican pop",Ricky Martin,She Bangs
0.512,0.461,7,-8.253,1,0.0244,0.577,0.00215,0.174,0.198,90.005,"progressive metal, progressive rock",Porcupine Tree,Pure Narcotic
0.879,0.825,9,-4.698,0,0.0534,0.0471,0.000531,0.0648,0.9,105.857,"r&b, soul",Michael Jackson,This Time Around
0.822,0.712,10,-8.838,0,0.0816,0.00452,0.446,0.071,0.279,127.006,"dance pop, pop",Madonna,Gang Bang
0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,"album rock, classic rock, hard rock, rock",Aerosmith,Dream On
0.81,0.755,0,-6.408,1,0.199,0.291,0.0,0.0857,0.625,130.991,"dance pop, pop",Fergie,Glamorous
0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock",Eagles,Take It Easy
0.741,0.622,8,-5.878,1,0.0404,0.00887,0.000501,0.15,0.625,122.013,"dance pop, pop",Britney Spears,Kill The Lights
0.333,0.935,11,-5.768,1,0.178,0.0176,0.000476,0.176,0.516,164.926,"alternative metal, alternative rock, grunge, modern rock, palm desert scene, rock, stoner metal, stoner rock",Queens of the Stone Age,Feel Good Hit of the Summer
0.302,0.919,2,-4.719,1,0.183,0.00463,6.94e-06,0.128,0.499,172.946,modern alternative rock,Coheed and Cambria,The Crowing
0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,"electro, filter house, rock",Daft Punk,Get Lucky
0.567,0.967,1,-2.888,0,0.222,0.119,5.55e-05,0.0721,0.327,127.908,"dance pop, girl group, post-teen pop, talent show",The Saturdays,All Fired Up
0.433,0.483,9,-9.422,1,0.175,0.656,2.64e-05,0.539,0.717,68.492,"british invasion, classic rock, merseybeat, psychedelic rock, rock",The Beatles,I'm So Tired
0.44,0.462,9,-9.338,1,0.0382,0.154,0.0,0.0529,0.31,116.033,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop",The Beach Boys,God only knows
0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,"dance pop, pop",Jason Derulo,Don't Wanna Go Home
0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,"dance pop, hip pop, pop, r&b, urban contemporary",Ciara,Body Party
0.574,0.467,1,-6.374,1,0.0381,0.738,0.0,0.149,0.256,131.89,"europop, italian adult pop, latin arena pop, mexican pop",Laura Pausini,La solitudine
0.604,0.737,7,-6.174,1,0.292,0.277,0.0,0.305,0.683,88.243,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",50 Cent,Hustler's Ambition
0.75,0.605,11,-4.876,1,0.0455,0.229,1.49e-06,0.135,0.472,122.662,"escape room, hyperpop, proto-hyperpop",Danny L Harle,In My Dreams
0.653,0.827,4,-3.206,0,0.042,0.649,0.0,0.18,0.733,95.223,"cuatro venezolano, latin pop, modern salsa, musica nicaraguense, salsa, tropical",Luis Enrique,Yo No Se Mañana
0.549,0.897,8,-5.779,1,0.0358,0.00134,0.00149,0.264,0.378,129.982,"dance pop, pop",Britney Spears,And Then We Kiss
0.559,0.86,7,-4.04,1,0.05,0.0991,0.0,0.292,0.292,118.969,"dance pop, pop, talent show",Kelly Clarkson,Dark Side
0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,"album rock, australian rock, classic rock, hard rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock",Men at Work,Down Under
0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,"r&b, soul",Michael Jackson,Beat It
0.631,0.835,5,-4.193,1,0.0552,0.106,0.0,0.388,0.667,93.002,"alt z, canadian electropop, canadian pop, dark pop, electropop, metropopolis",Allie X,Catch
0.735,0.699,0,-4.435,0,0.084,0.121,2.82e-05,0.0809,0.603,129.944,"big room, dance pop, dutch house, edm, electro house, pop dance",Afrojack,Take Over Control
0.636,0.648,10,-5.716,1,0.033,0.604,0.000148,0.072,0.56,96.883,"r&b, soul",Michael Jackson,This Is It
0.662,0.942,3,-3.631,0,0.072,0.00854,0.0,0.117,0.787,133.03,"dance pop, latin pop, mexican pop",Enrique Iglesias,Dirty Dancer
0.2,0.942,1,-6.482,1,0.0438,0.00123,0.00012,0.308,0.624,192.424,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal",Black Sabbath,Neon Knights
0.526,0.923,11,-4.089,1,0.0282,0.00247,0.000164,0.0866,0.775,121.597,"modern rock, permanent wave, punk, rock",Green Day,Last of the American Girls
0.482,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165.084,"canadian pop, candy pop, dance pop, pop",Avril Lavigne,Here's to Never Growing Up
0.667,0.954,2,-3.462,1,0.0817,0.0296,0.0,0.331,0.807,114.03,"boy band, pop",Jonas Brothers,Burnin' Up
0.311,0.904,9,-5.364,1,0.0471,0.000105,0.00299,0.0892,0.297,142.606,"alternative dance, dance-punk, indie rock, modern rock, new rave",White Lies,Bigger Than Us
0.468,0.892,11,-3.555,1,0.132,0.00399,0.0,0.368,0.817,149.162,"boy band, pop",Jonas Brothers,Hold On
0.538,0.9,8,-6.972,0,0.0465,0.0629,0.065,0.26,0.521,134.26,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock",Rush,Lock And Key
0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,"piano rock, pop",OneRepublic,All the Right Moves
0.426,0.669,1,-5.293,0,0.18,0.338,0.0,0.1,0.462,173.446,"dance pop, pop",Christina Aguilera,Oh Mother
0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,"g funk, gangster rap, hip hop, rap, west coast rap",Dr. Dre,Still D.R.E.
0.536,0.521,7,-4.128,1,0.0274,0.41,0.0,0.142,0.314,72.06,pop,Ariana Grande,Tattooed Heart
0.509,0.871,10,-4.279,1,0.0389,0.0804,0.0,0.0967,0.645,169.974,pop,Miley Cyrus,I Miss You
0.572,0.913,0,-4.26,1,0.0362,0.0753,1.5e-05,0.128,0.561,103.265,"album rock, dance rock, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock",Simple Minds,Alive and Kicking
0.448,0.784,9,-3.686,1,0.0625,0.0999,0.000108,0.668,0.237,136.239,"modern rock, pop, rock",Imagine Dragons,Radioactive
0.825,0.757,0,-3.121,1,0.0428,0.0569,0.0,0.202,0.941,139.975,pop,Katy Perry,Peacock
0.531,0.343,4,-15.074,0,0.0295,0.671,1.72e-06,0.158,0.498,104.037,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,Everybody's Been Burned
0.544,0.449,4,-16.498,0,0.0729,0.168,0.0,0.637,0.412,84.084,"art rock, classic rock, glam rock, permanent wave, rock",David Bowie,Andy Warhol
0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,"dance pop, pop",Pink,So What
0.585,0.61,1,-8.388,1,0.0353,0.103,0.000314,0.113,0.0597,94.969,"art pop, metropopolis, nz pop, pop",Lorde,Yellow Flicker Beat
0.624,0.911,7,-7.482,1,0.0524,0.329,0.861,0.0727,0.135,122.902,"electro, filter house, rock",Daft Punk,Aerodynamic
0.536,0.522,9,-8.935,1,0.0295,0.879,1.23e-05,0.377,0.286,86.976,"latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera",Alejandro Fernandez,Si Tu Supieras
0.691,0.319,7,-9.509,1,0.0362,0.632,4.23e-06,0.106,0.441,125.047,"cantautor, latin arena pop, latin pop",Ricardo Arjona,Vida
0.832,0.797,11,-4.193,0,0.0943,0.169,1.29e-05,0.0673,0.951,131.969,"dance pop, pop",Britney Spears,Freakshow
0.539,0.826,7,-8.037,1,0.0276,0.00224,0.0451,0.0832,0.669,134.718,"permanent wave, pop rock, post-grunge, tempe indie",Gin Blossoms,Found Out About You
0.49,0.614,9,-6.017,0,0.0334,0.576,0.0,0.0865,0.257,150.984,"dance pop, pop, urban contemporary",Mariah Carey,Bringin' On The Heartbreak
0.74,0.798,4,-5.431,1,0.122,0.00304,0.000134,0.282,0.823,167.999,"barbadian pop, pop, urban contemporary",Rihanna,Watch n' Learn
0.781,0.259,7,-9.204,1,0.0323,0.795,0.0,0.0993,0.331,111.9,pop,Maroon 5,Sad
0.316,0.499,9,-7.899,1,0.0298,0.0108,1.81e-05,0.126,0.403,174.782,"ectofolk, lilith, pop rock, singer-songwriter",Joan Osborne,One Of Us
0.456,0.711,2,-9.205,1,0.0362,0.203,6.61e-06,0.13,0.412,124.021,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",Pink Floyd,See Emily Play
0.514,0.742,8,-2.525,1,0.0258,0.27,1.7e-06,0.085,0.47,101.0,"classic oklahoma country, contemporary country, country, country dawn, dance pop, pop",Carrie Underwood,See You Again
0.839,0.89,1,-11.697,0,0.0628,0.452,0.0224,0.0866,0.575,103.652,"dance pop, r&b, urban contemporary",Janet Jackson,Nasty
0.587,0.858,6,-3.516,1,0.225,0.0419,0.0,0.322,0.527,93.855,"g funk, gangster rap, hip hop, rap, west coast rap",Dr. Dre,Fuck Wit Dre Day
0.562,0.671,4,-7.801,0,0.0379,8.73e-06,0.000491,0.792,0.376,134.962,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,The Dope Show
0.402,0.72,8,-4.698,1,0.0493,0.00133,0.043,0.325,0.499,75.396,"alternative dance, indie rock, modern rock, new rave, rock independant francais, shimmer pop",Phoenix,Entertainment
0.367,0.307,8,-11.212,1,0.0598,0.198,0.0,0.118,0.465,92.128,"alternative rock, indie rock, melancholia, singer-songwriter",Elliott Smith,Condor Ave
0.552,0.284,4,-10.481,1,0.0259,0.821,8.15e-06,0.119,0.788,85.077,"classic girl group, doo-wop, vocal harmony group",The Poni-Tails,Born Too Late
0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,"new romantic, new wave pop, soft rock, sophisti-pop, synthpop",Rick Astley,Never Gonna Give You Up
0.255,0.815,7,-8.197,1,0.0545,0.0747,0.471,0.227,0.699,144.549,"album rock, classic rock, hard rock, rock",Led Zeppelin,The Song Remains the Same
0.618,0.0339,8,-21.247,1,0.0505,0.957,0.108,0.114,0.393,90.829,"tin pan alley, vintage jazz",Hoagy Carmichael,Star Dust
0.663,0.706,1,-4.972,0,0.0383,0.0654,0.0,0.118,0.474,122.013,"piano rock, pop",OneRepublic,Counting Stars
0.49,0.877,5,-4.37,0,0.0496,0.00437,5.05e-05,0.3,0.546,93.986,pop emo,Anberlin,Feel Good Drag
0.483,0.931,2,-3.439,1,0.044,0.00826,0.0,0.107,0.645,160.05,"emo, modern rock, pop, rock",Fall Out Boy,America's Suitehearts
0.473,0.603,9,-6.875,0,0.0319,0.0549,6.25e-06,0.115,0.234,94.984,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Drake,Cece's Interlude
0.321,0.474,5,-9.383,1,0.0348,0.743,0.0,0.204,0.804,121.199,"doo-wop, sunshine pop",The Tokens,The Lion Sleeps Tonight
0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,"alternative metal, nu metal, rap metal, rock",Slipknot,Vermilion
0.56,0.985,7,-2.884,1,0.0793,0.000388,0.0145,0.258,0.393,127.96,"classic j-pop, eurobeat, j-pop",Ayumi Hamasaki,Boys & Girls
0.518,0.956,10,-5.016,1,0.155,5.22e-05,0.0183,0.533,0.283,134.019,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",Marilyn Manson,Disposable Teens
0.508,0.88,5,-6.441,0,0.0448,0.0621,9.43e-05,0.15,0.337,140.065,"alternative metal, nu metal, post-grunge, rap metal, rock",Linkin Park,Powerless
0.566,0.647,1,-6.815,0,0.0335,0.0477,0.0,0.121,0.22,111.96,"art pop, pop",Lana Del Rey,Summertime Sadness
0.636,0.711,6,-8.752,0,0.0312,0.0045,0.0151,0.64,0.384,126.183,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",Blondie,War Child
0.393,0.634,4,-6.629,0,0.0378,0.2,0.000166,0.198,0.395,85.767,"art pop, pop",Lana Del Rey,Born to Die
0.636,0.54,9,-7.167,0,0.0589,0.00011,0.0003,0.203,0.674,124.002,"dance pop, new wave pop, permanent wave, soft rock",Cyndi Lauper,Into the Nightlife
0.634,0.756,1,-4.81,0,0.0332,0.00251,0.000441,0.0427,0.661,119.948,"alternative rock, dance rock, electronic rock, permanent wave",Garbage,Stupid Girl
0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.62,"new romantic, new wave pop, soft rock",Kim Carnes,Bette Davis Eyes
0.645,0.836,3,-5.558,1,0.0381,0.202,0.0209,0.156,0.68,105.746,"dance pop, r&b, urban contemporary",Janet Jackson,I Want You
0.371,0.841,0,-6.021,1,0.297,0.287,4.67e-06,0.135,0.231,85.656,"pop, r&b",Beyoncé,I Care
0.33,0.342,11,-14.09,1,0.0404,0.734,0.671,0.129,0.0795,142.95,"album rock, classic rock, hard rock, rock",Led Zeppelin,No Quarter
0.565,0.562,1,-4.242,1,0.0277,0.31,0.0,0.188,0.275,128.068,,A Camp,Stronger Than Jesus
0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,"grunge, permanent wave, rock",Nirvana,Heart Shaped Box
0.383,0.813,9,-7.323,0,0.0431,0.0275,0.000599,0.111,0.134,157.046,,Sully Erna,Sinner's Prayer
0.439,0.867,4,-7.722,1,0.0618,0.00907,8.93e-06,0.679,0.318,129.103,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",Bob Dylan,My Back Pages
0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.727,126.967,"australian dance, australian electropop, dance rock, indietronica, neo-synthpop",Empire of the Sun,Walking on a Dream
0.382,0.921,11,-6.427,0,0.0887,0.000339,0.00152,0.406,0.12,107.99,"gothic metal, gothic symphonic metal, norwegian metal, power metal, symphonic metal",Tristania,Angina
0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,"album rock, australian rock, classic rock, glam metal, hard rock, mellow gold, new romantic, new wave pop, soft rock, yacht rock",Rick Springfield,Jessie's Girl
0.313,0.533,1,-9.416,0,0.166,0.103,0.00635,0.507,0.311,66.93,"pop, r&b",Beyonce,Haunted
0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,"dance pop, r&b, urban contemporary",Janet Jackson,All For You
0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,"big room, dance pop, edm, pop, pop dance",David Guetta,Titanium
0.673,0.607,5,-7.672,1,0.027,0.0142,4.15e-06,0.333,0.898,100.023,"dance pop, electropop, neo mellow",Lily Allen,LDN
0.35,0.76,3,-8.545,1,0.0806,0.000205,0.414,0.348,0.588,161.287,,One World Orchestra,The Magnificent
0.39,0.252,6,-9.666,0,0.0298,0.808,0.0,0.0887,0.181,122.053,"art pop, pop",Lana Del Rey,Video Games
0.727,0.889,0,-7.126,1,0.0605,0.0325,1.27e-06,0.323,0.874,118.112,"new romantic, new wave pop, soft rock, sophisti-pop, synthpop",Rick Astley,My Arms Keep Missing You
0.61,0.677,4,-9.813,0,0.0325,0.0614,0.0,0.232,0.444,103.946,"bolero, latin pop",Luis Miguel,Suave
0.348,0.88,2,-7.366,1,0.0978,0.128,0.0,0.357,0.606,101.185,anarcho-punk,Chumbawamba,Tubthumping
0.443,0.0305,0,-26.614,1,0.0617,0.992,0.623,0.0759,0.191,79.603,"early modern classical, impressionism, neoclassicism",Arthur Honegger,Danse de la Chèvre
0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161.074,pop,Miley Cyrus,The Climb
0.717,0.499,9,-15.449,1,0.0354,0.0233,0.445,0.86,0.419,116.974,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",Pink Floyd,Run Like Hell
0.657,0.642,7,-12.98,1,0.085,0.926,0.0165,0.12,0.737,110.543,"acoustic blues, blues, chicago blues, delta blues, harmonica blues, memphis blues, traditional blues",Howlin' Wolf,How Many More Years
0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.241,94.828,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",Mobb Deep,Survival of the Fittest
0.471,0.797,6,-8.407,0,0.0389,0.000179,6.49e-06,0.299,0.497,152.903,"permanent wave, pop rock, post-grunge, tempe indie",Gin Blossoms,Hey Jealousy
0.706,0.882,2,-3.382,1,0.0326,0.2,0.0,0.121,0.591,106.03,"dance pop, pop, post-teen pop",Hilary Duff,Chasing the Sun
0.623,0.515,2,-12.354,1,0.0272,0.397,0.929,0.288,0.125,89.987,"britpop, welsh indie, welsh rock",Super Furry Animals,Some Things Come From Nothing
0.782,0.665,1,-7.211,1,0.0754,0.135,3.15e-06,0.438,0.707,90.709,"g funk, gangster rap, hip hop, rap, west coast rap",2Pac,Temptations
0.323,0.327,2,-8.946,0,0.031,0.753,0.0,0.119,0.237,178.595,"dance pop, pop",Madonna,One More Chance
0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,"detroit hip hop, hip hop, rap",Eminem,The Real Slim Shady
0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Drake,Take Care
0.37,0.208,5,-14.487,1,0.037,0.933,0.769,0.26,0.104,85.116,"big band, dixieland, jazz clarinet, swing, vintage jazz",Artie Shaw,Stardust
0.399,0.767,2,-3.732,1,0.0328,0.0242,0.0,0.306,0.507,135.943,"boy band, pop",Jonas Brothers,When You Look Me in the Eyes
0.667,0.714,6,-5.155,1,0.0288,0.0673,1.01e-06,0.0957,0.553,132.035,"australian pop, australian r&b",Gabriella Cilmi,Sweet About Me
0.469,0.899,7,-3.847,1,0.0968,0.0119,8.2e-06,0.117,0.527,79.553,"dance pop, pop, post-teen pop",JoJo,Disaster
0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,"album rock, classic rock, hard rock, metal, rock",Deep Purple,Smoke on the Water
0.603,0.529,4,-9.974,0,0.0307,0.462,0.000207,0.0959,0.235,89.763,"dance pop, pop",Madonna,You'll See
0.649,0.593,9,-4.975,0,0.0304,0.108,0.0,0.109,0.329,119.944,"dance pop, girl group, post-teen pop, talent show",The Saturdays,Missing You
0.283,0.973,4,-4.006,0,0.0459,0.000281,0.706,0.192,0.275,97.303,"alternative metal, metal, progressive death metal, progressive metal, swedish metal, swedish progressive metal",Opeth,Deliverance
0.626,0.915,6,-3.123,0,0.0824,0.011,0.0,0.108,0.759,119.999,"europop, girl group, talent show",Girls Aloud,Something New
0.421,0.459,4,-15.411,1,0.0441,0.167,0.0,0.0637,0.642,139.299,"art rock, classic rock, glam rock, permanent wave, rock",David Bowie,Song for Bob Dylan
0.523,0.454,7,-9.686,1,0.0244,0.454,4.5e-05,0.0807,0.394,105.78,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",The Byrds,You Don't Miss Your Water
0.4,0.915,0,-4.89,1,0.279,0.083,0.0,0.0503,0.871,89.006,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino",Don Omar,Danza Kuduro
0.67,0.885,1,-5.076,0,0.0453,0.0596,0.0915,0.056,0.665,122.021,"alternative dance, electropop, indietronica, neo-synthpop, shimmer pop, swedish electropop, swedish indie pop, swedish synthpop",Miike Snow,The Wave
0.721,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,"pop, post-teen pop",Selena Gomez,Slow Down
0.81,0.888,11,-5.763,0,0.0691,0.0504,0.634,0.101,0.483,108.726,"dance pop, r&b, urban contemporary",Janet Jackson,All Nite
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,british soul,Duffy,Mercy
0.645,0.697,5,-4.733,0,0.0285,0.0739,0.000842,0.575,0.25,130.001,"dance pop, pop",Christina Aguilera,Keeps Gettin' Better
0.677,0.935,3,-11.55,0,0.0514,0.0787,0.376,0.0787,0.965,120.11,"detroit house, diva house",Inner City,Big Fun
0.652,0.834,8,-5.989,1,0.0374,0.00366,0.000248,0.097,0.501,119.896,neo soul,Bilal,Restart
0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,"r&b, soul",Michael Jackson,You Rock My World
0.45,0.76,9,-4.976,1,0.0339,0.333,0.0,0.204,0.556,145.735,"contemporary country, country, country road",,Lemonade
0.63,0.825,4,-4.683,1,0.0447,0.0622,1.58e-06,0.215,0.285,120.829,"dance pop, pop, post-teen pop",Hilary Duff,Wake Up
0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,"neo soul, pop, r&b",Alicia Keys,Fallin'
0.545,0.241,7,-15.421,1,0.0658,0.507,0.0,0.0744,0.505,78.235,,,Ease Back
0.5,0.807,4,-7.071,0,0.145,0.0552,0.0,0.0995,0.276,160.089,"ccm, christian alternative rock, christian indie, christian music, world worship",Stryper,To Hell with the Devil
0.64,0.872,2,-5.104,1,0.0942,0.184,7.42e-05,0.0786,0.703,123.33,"classic soul, disco, funk, philly soul, quiet storm, soul, southern soul",,Love Story
0.273,0.102,7,-12.787,1,0.0376,0.802,3.87e-06,0.32,0.259,78.65,"cancion melodica, copla",Sara Montiel,La Violetera
0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,"art rock, classic rock, glam rock, permanent wave, rock",David Bowie,Heroes
0.499,0.934,8,-3.661,0,0.095,0.0468,3.07e-06,0.703,0.356,110.053,"album rock, glam metal, hard rock, metal, progressive metal, us power metal",Queensryche,Jet City Woman
0.454,0.987,8,-4.485,1,0.0881,0.0195,0.279,0.268,0.316,123.61,"glam metal, hard rock, rock",Guns N' Roses,Welcome to the Jungle
0.788,0.693,7,-6.564,1,0.0407,0.0449,0.0017,0.0555,0.878,105.001,"post-disco, post-disco soul",T.S. Monk,Bon Bon Vie
0.489,0.741,11,-7.406,0,0.0624,0.0414,0.00313,0.186,0.18,109.805,"alternative emo, emo, grand rapids indie",La Dispute,King Park
0.538,0.752,9,-8.838,1,0.0356,0.0211,0.121,0.108,0.954,145.514,"alternative rock, chamber pop, indie rock, lo-fi, shoegaze, slacker rock",Pavement,Box Elder
0.224,0.796,0,-5.363,0,0.042,0.000294,0.0165,0.0666,0.184,90.036,"fantasy metal, italian folk metal, italian metal, italian power metal, metal, neo classical metal, power metal, speed metal, symphonic metal",Rhapsody,Wisdom of the Kings
0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",Bruce Springsteen,Born in the U.S.A.
0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,"album rock, dance rock, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock",Simple Minds,Don't You Forget About Me
0.43,0.957,6,-7.828,1,0.11,0.000901,0.849,0.738,0.366,173.001,"australian dance, dancefloor dnb, drum and bass",Pendulum,Another Planet
0.511,0.908,0,-6.078,1,0.042,0.00228,0.0289,0.638,0.717,145.213,"album rock, blues rock, classic rock, hard rock, rock",ZZ Top,Tush
0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.733,95.506,"dance pop, electropop, neo mellow",Lily Allen,Smile
0.39,0.557,3,-6.344,1,0.0521,0.452,0.0,0.125,0.317,79.34,"dance pop, pop",Britney Spears,Perfume
0.873,0.721,11,-9.774,0,0.0448,0.113,0.0,0.27,0.81,106.725,"contemporary r&b, new jack swing, r&b, urban contemporary",Tony Toni Tone,If I Had No Loot
0.3,0.489,6,-7.849,0,0.0293,0.11,5.43e-05,0.119,0.0999,121.831,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",Genesis,Many Too Many
0.481,0.829,7,-9.867,1,0.0382,0.000784,4.82e-06,0.348,0.877,120.669,"hardcore punk, melodic hardcore, power-pop punk, punk, ska punk, skate punk",All,Dot
0.585,0.927,5,-5.253,1,0.04,0.00432,0.0,0.178,0.672,142.043,"pop, post-teen pop",Demi Lovato,Here We Go Again
0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,"dance pop, pop",Bruno Mars,The Lazy Song
0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,pop,Taylor Swift,Shake It Off
0.722,0.63,3,-5.784,0,0.132,0.0485,0.000294,0.179,0.519,150.023,"dance pop, pop",Madonna,Bitch I'm Madonna
0.433,0.0748,0,-19.351,1,0.049,0.92,0.00104,0.105,0.193,73.093,"rock-and-roll, rockabilly",Elvis Presley,Are You Lonesome Tonight
0.283,0.356,11,-14.858,0,0.0346,0.53,0.906,0.093,0.406,185.387,"art rock, instrumental rock, jazz rock, progressive rock, psychedelic rock, symphonic rock, zolo",King Crimson,The Sheltering Sky
0.803,0.68,4,-5.248,0,0.0406,0.594,1.37e-05,0.101,0.699,124.946,"bachata, reggaeton",Toby Love,Lejos
0.303,0.996,10,-3.795,0,0.117,3.18e-06,0.105,0.191,0.361,125.043,"canadian metal, groove metal, nu metal, progressive metal, vancouver metal",Strapping Young Lad,Far Beyond Metal
0.65,0.868,5,-3.988,1,0.084,0.000836,1.61e-05,0.245,0.71,87.961,"dance pop, pop, post-teen pop",Vanessa Hudgens,Come Back To Me
0.784,0.627,11,-14.617,0,0.0572,0.0425,0.717,0.0645,0.952,136.879,"early synthpop, moog",Hot Butter,Popcorn
0.578,0.892,10,-7.952,0,0.0441,0.000139,0.0111,0.215,0.892,150.255,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave",Bloc Party,Banquet
0.796,0.875,8,-3.916,1,0.115,0.1,4.36e-05,0.252,0.76,92.028,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",Ivy Queen,Tuya Soy
0.539,0.591,9,-8.327,1,0.0239,0.0721,5.52e-06,0.18,0.315,96.885,"bolero, latin pop",Luis Miguel,"America, America"
0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",T.I.,Whatever You Like
0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,"permanent wave, pop",Coldplay,Princess of China
0.332,0.668,9,-6.926,1,0.0406,0.00372,0.0046,0.2,0.392,162.769,"australian alternative rock, australian rock",Powderfinger,The Metre
0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,"album rock, classic rock, rock, soft rock, yacht rock",Fleetwood Mac,The Chain
0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,"dance pop, pop, post-teen pop, urban contemporary",Jordin Sparks,Tattoo
0.391,0.951,6,-7.419,1,0.0688,0.012,0.000446,0.0878,0.468,157.663,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",Blink-182,What's My Age Again
0.624,0.979,1,-3.796,0,0.0495,0.111,0.0,0.0972,0.88,157.962,"colombian pop, latin pop, mexican pop, rock en espanol",Juanes,La Luz
